"cat_no","context","figure_num","gender","qualifier","n_descriptors","n_in_dict","coverage_pct","dirmean_Warmth","dirmean_Competence","dirmean_Sociability","dirmean_Morality","dirmean_Ability","dirmean_Assertiveness","dirmean_Status","dirmean_Beliefs","dirmean_health","dirmean_deviance","dirmean_beauty","dirmean_Politics","dirmean_Religion","n_dirmean_Warmth","n_dirmean_Competence","n_dirmean_Sociability","n_dirmean_Morality","n_dirmean_Ability","n_dirmean_Assertiveness","n_dirmean_Status","n_dirmean_Beliefs","n_dirmean_health","n_dirmean_deviance","n_dirmean_beauty","n_dirmean_Politics","n_dirmean_Religion","asymmetry"
"P002674","religious",2,"Female","",20,12,60,0.5,1,1,-1,1,NA,1,NA,NA,NA,NA,NA,NA,4,1,3,1,1,0,2,0,0,0,0,0,0,-0.5
"P002674","religious",3,"Female","",17,12,70.5882352941177,0,1,NA,0,1,-1,1,NA,-1,NA,NA,NA,NA,2,2,0,2,1,1,1,0,1,0,0,0,0,-1
"P002674","religious",4,"Female","",18,10,55.5555555555556,-0.5,1,0,-1,1,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,1,2,0,3,0,0,0,0,0,0,-1.5
"P002674","religious",5,"Female","",19,10,52.6315789473684,-0.5,1,0,-1,1,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,1,2,0,3,0,0,0,0,0,0,-1.5
"P002675","religious",1,"Male","",26,12,46.1538461538462,0.666666666666667,1,0,1,1,1,1,1,NA,NA,NA,NA,1,3,2,1,2,1,1,2,2,0,0,0,0,2,-0.333333333333333
"P002675","religious",2,"Female","",24,12,50,0.5,0.375,1,0,0.833333333333333,-1,1,NA,NA,NA,NA,NA,NA,6,4,3,3,3,1,1,0,0,0,0,0,0,0.125
"P002675","religious",3,"Female","",33,17,51.5151515151515,0.285714285714286,0.9,0.333333333333333,0.25,0.833333333333333,0,1,1,NA,NA,NA,NA,1,7,5,3,4,3,2,3,2,0,0,0,0,2,-0.614285714285714
"P002676","religious",1,"Female","",24,17,70.8333333333333,0.666666666666667,0.75,0.8,0,0.833333333333333,0.666666666666667,1,1,NA,NA,NA,NA,1,6,6,5,1,3,3,3,2,0,0,0,0,2,-0.0833333333333334
"P002676","religious",2,"Female","",16,8,50,0.5,1,0.5,NA,1,NA,1,1,NA,NA,NA,NA,1,2,1,2,0,1,0,1,1,0,0,0,0,1,-0.5
"P002676","religious",3,"Male","",22,8,36.3636363636364,0,0.75,NA,0,0.75,NA,1,1,NA,NA,NA,NA,1,1,2,0,1,2,0,1,1,0,0,0,0,1,-0.75
"P002676","religious",4,"Female","",24,17,70.8333333333333,0.666666666666667,0.625,0.5,0.75,0.833333333333333,0,1,1,NA,NA,NA,NA,1,6,4,2,4,3,1,3,4,0,0,0,0,4,0.0416666666666666
"P002676","religious",5,"Male","",19,10,52.6315789473684,0.666666666666667,0.833333333333333,0.666666666666667,0.666666666666667,0.833333333333333,NA,1,1,NA,NA,NA,NA,1,6,3,3,3,3,0,1,1,0,0,0,0,1,-0.166666666666667
"P002677","religious",1,"Male","",27,13,48.1481481481481,0,-0.0714285714285714,NA,0,0.75,-0.4,1,NA,NA,NA,NA,NA,NA,1,7,0,1,2,5,1,0,0,0,0,0,0,0.0714285714285714
"P002677","religious",2,"Female","",23,15,65.2173913043478,0.571428571428571,0.833333333333333,0.6,0.5,0.75,-1,1,1,NA,NA,NA,NA,1,7,3,5,2,2,1,1,2,0,0,0,0,2,-0.261904761904762
"P002677","religious",3,"Female","",25,13,52,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,1,1,2,1,0,1,1,4,3,0,0,0,0,3,0
"P002677","religious",4,"Female","",21,10,47.6190476190476,1,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,4,1,4,1,1,0,0,1,0,0,0,0,1,0
"P002677","religious",5,"Male","",25,16,64,1,0,1,NA,1,-1,1,1,NA,NA,NA,NA,1,1,4,1,0,2,2,1,1,0,0,0,0,1,1
"P002678","religious",1,"Female","",25,12,48,0,0.75,0,NA,1,0.666666666666667,1,1,NA,NA,NA,NA,1,2,4,2,0,1,3,2,1,0,0,0,0,1,-0.75
"P002678","religious",2,"Female","",22,12,54.5454545454545,0.857142857142857,1,0.857142857142857,1,1,NA,1,1,NA,NA,NA,NA,1,7,2,7,1,2,0,1,1,0,0,0,0,1,-0.142857142857143
"P002678","religious",3,"Male","",23,14,60.8695652173913,0.166666666666667,0.875,NA,0.166666666666667,0.875,NA,0.75,NA,NA,NA,NA,NA,NA,3,4,0,3,4,0,4,0,0,0,0,0,0,-0.708333333333333
"P002678","religious",4,"Female","",26,10,38.4615384615385,0,0.5,0,NA,0.333333333333333,1,0.666666666666667,0,NA,NA,NA,0,NA,1,4,1,0,3,1,3,1,0,0,0,1,0,-0.5
"P002678","religious",5,"Female","",23,8,34.7826086956522,-1,1,NA,-1,1,NA,0.666666666666667,NA,NA,NA,NA,NA,NA,1,1,0,1,1,0,3,0,0,0,0,0,0,-2
"P002679","religious",1,"Male","",24,9,37.5,0.5,0.333333333333333,0.5,NA,1,-1,1,NA,NA,NA,NA,NA,NA,2,3,2,0,2,1,1,0,0,0,0,0,0,0.166666666666667
"P002679","religious",2,"Female","",24,14,58.3333333333333,0.5,0.833333333333333,0.6,0.5,0.75,-1,1,1,NA,NA,NA,NA,1,6,3,5,2,2,1,2,1,0,0,0,0,1,-0.333333333333333
"P002679","religious",3,"Male","",19,10,52.6315789473684,0,0.166666666666667,NA,0,0.75,-1,1,NA,NA,NA,NA,NA,NA,1,3,0,1,2,1,1,0,0,0,0,0,0,-0.166666666666667
"P002679","religious",4,"Female","",30,13,43.3333333333333,0.666666666666667,1,0.666666666666667,1,1,-1,1,1,NA,NA,NA,NA,1,6,3,6,1,2,1,2,1,0,0,0,0,1,-0.333333333333333
"P002679","religious",5,"Male","",21,14,66.6666666666667,-0.2,0.583333333333333,0,-0.5,0.833333333333333,0.333333333333333,1,1,NA,NA,NA,NA,1,5,6,3,2,3,3,3,1,0,0,0,0,1,-0.783333333333333
"P002680","religious",1,"Male","",21,10,47.6190476190476,0,1,0,NA,1,1,1,1,NA,NA,NA,NA,1,1,2,1,0,1,1,3,1,0,0,0,0,1,-1
"P002680","religious",2,"Female","",21,10,47.6190476190476,1,0,1,NA,1,-1,0,1,NA,NA,NA,NA,1,1,2,1,0,1,1,2,1,0,0,0,0,1,1
"P002680","religious",3,"Male","",21,7,33.3333333333333,NA,-0.5,NA,NA,NA,-0.5,-1,NA,NA,NA,NA,NA,NA,0,2,0,0,0,2,1,0,0,0,0,0,0,NA
"P002680","religious",4,"Female","",19,9,47.3684210526316,1,1,1,NA,1,NA,0,1,NA,NA,NA,NA,1,2,1,2,0,1,0,2,1,0,0,0,0,1,0
"P002680","religious",5,"Male","",20,7,35,NA,-0.5,NA,NA,NA,-0.5,-1,NA,NA,NA,NA,NA,NA,0,2,0,0,0,2,1,0,0,0,0,0,0,NA
"P002681","religious",1,"Male","",25,16,64,0.75,0.6875,1,0.5,0.875,0.5,1,NA,NA,NA,NA,NA,NA,4,8,2,2,4,4,5,0,0,0,0,0,0,0.0625
"P002681","religious",2,"Female","",20,14,70,0.6,-0.1,0.5,0.666666666666667,0.75,-0.666666666666667,0.333333333333333,1,NA,NA,NA,NA,1,5,5,2,3,2,3,3,1,0,0,0,0,1,0.7
"P002681","religious",3,"Male","",20,12,60,0,-0.125,0,0,0.75,-1,1,1,NA,NA,NA,NA,1,2,4,1,1,2,2,1,1,0,0,0,0,1,0.125
"P002681","religious",4,"Female","",22,14,63.6363636363636,0.6,-0.1,0.5,0.666666666666667,0.75,-0.666666666666667,0.333333333333333,1,NA,NA,NA,NA,1,5,5,2,3,2,3,3,1,0,0,0,0,1,0.7
"P002681","religious",5,"Male","",22,13,59.0909090909091,0.6,-0.1,0.5,0.666666666666667,0.75,-0.666666666666667,0.333333333333333,1,NA,NA,NA,NA,1,5,5,2,3,2,3,3,1,0,0,0,0,1,0.7
"P002682","religious",1,"Female","",41,23,56.0975609756098,0.5,1,0.5,NA,1,0.666666666666667,1,NA,NA,NA,NA,NA,NA,2,10,2,0,4,6,4,0,0,0,0,0,0,-0.5
"P002683","religious",1,"Male","",37,22,59.4594594594595,0.5,0.833333333333333,1,0,0.875,0.4,1,NA,-1,NA,NA,NA,NA,2,9,1,1,4,5,4,0,1,0,0,0,0,-0.333333333333333
"P002684","religious",1,"Male","",29,19,65.5172413793103,0.4,0.833333333333333,0.333333333333333,0.5,0.833333333333333,0.833333333333333,1,NA,NA,NA,NA,NA,NA,5,9,3,2,3,6,6,0,0,0,0,0,0,-0.433333333333333
"P002684","religious",2,"Female","",32,20,62.5,0.8,0.625,1,0.75,0.75,0.5,1,1,-1,NA,NA,NA,1,5,4,1,4,2,2,6,1,1,0,0,0,1,0.175
"P002684","religious",3,"Male","",25,18,72,0.714285714285714,0.375,0.8,0.5,0.75,0,1,1,-1,NA,NA,NA,1,7,4,5,2,2,2,1,1,1,0,0,0,1,0.339285714285714
"P002684","religious",4,"Male","",19,14,73.6842105263158,0.2,0.611111111111111,0.5,0,0.75,0.333333333333333,0,NA,-1,NA,NA,NA,NA,5,3,2,3,2,1,2,0,1,0,0,0,0,-0.411111111111111
"P002684","religious",5,"Female","",24,16,66.6666666666667,0.75,0.3,1,0.5,0.75,0,1,0,NA,NA,NA,0,NA,4,5,2,2,2,3,1,1,0,0,0,1,0,0.45
"P002685","religious",1,"Female","",31,19,61.2903225806452,0.333333333333333,0.9,0.25,0.5,0.875,1,1,0,NA,NA,NA,0,NA,6,5,4,2,4,1,4,1,0,0,0,1,0,-0.566666666666667
"P002685","religious",2,"Male","",23,16,69.5652173913043,0.666666666666667,0.875,1,0.5,0.833333333333333,1,1,1,NA,NA,NA,NA,1,3,4,1,2,3,1,3,2,0,0,0,0,2,-0.208333333333333
"P002685","religious",3,"Female","",23,15,65.2173913043478,0.5,0.625,0.5,0.5,0.75,0.5,1,NA,NA,NA,NA,NA,NA,4,4,2,2,2,2,1,0,0,0,0,0,0,-0.125
"P002685","religious",4,"Male","",32,20,62.5,0.5,0.833333333333333,1,0,0.875,0.833333333333333,1,0,1,NA,NA,0,NA,2,9,1,1,4,6,6,1,1,0,0,1,0,-0.333333333333333
"P002685","religious",5,"Female","",36,17,47.2222222222222,0.25,0.75,0.333333333333333,0,0.833333333333333,0.666666666666667,1,NA,NA,NA,NA,NA,NA,4,6,3,1,3,3,3,0,0,0,0,0,0,-0.5
"P002686","secular",1,"Male","",22,11,50,0,0,0,NA,1,-1,NA,1,NA,NA,NA,NA,1,1,4,1,0,2,2,0,1,0,0,0,0,1,0
"P002686","secular",2,"Male","",23,11,47.8260869565217,NA,0.166666666666667,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,6,0,0,2,5,0,0,0,0,0,0,0,NA
"P002686","secular",3,"Male","",21,11,52.3809523809524,0.5,0.1,0.666666666666667,0,0.833333333333333,-1,NA,NA,NA,NA,NA,NA,NA,4,5,3,1,3,2,0,0,0,0,0,0,0,0.4
"P002686","secular",4,"Male","",24,12,50,NA,0.166666666666667,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,0,6,0,0,2,5,1,0,0,0,0,0,0,NA
"P002686","secular",5,"Male","",21,11,52.3809523809524,0.5,0.1,0.666666666666667,0,0.833333333333333,-1,NA,NA,NA,NA,NA,NA,NA,4,5,3,1,3,2,0,0,0,0,0,0,0,0.4
"P002688","religious",1,"Male","",17,9,52.9411764705882,0,0,0,NA,1,-0.333333333333333,NA,1,NA,NA,NA,NA,1,1,4,1,0,2,3,0,1,0,0,0,0,1,0
"P002688","religious",2,"Male","",19,9,47.3684210526316,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,3,1,0,1,2,0,0,0,0,0,0,0,0
"P002688","religious",3,"Male","",18,8,44.4444444444444,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,5,0,1,3,2,1,0,0,0,0,0,0,0
"P002688","religious",4,"Male","",20,8,40,NA,0.5,NA,NA,1,0,0.5,NA,NA,NA,NA,NA,NA,0,4,0,0,2,2,2,0,0,0,0,0,0,NA
"P002688","religious",5,"Male","",15,8,53.3333333333333,0,-0.333333333333333,0,NA,1,-1,1,NA,NA,NA,NA,NA,NA,2,3,2,0,1,2,1,0,0,0,0,0,0,0.333333333333333
"P002689","religious",1,"Male","",43,23,53.4883720930233,0.875,0.111111111111111,0.5,1,1,-0.142857142857143,0.333333333333333,NA,NA,NA,1,NA,NA,8,9,2,6,2,7,3,0,0,0,1,0,0,0.763888888888889
"P002690","secular",1,"Male","",45,29,64.4444444444444,0,0.59375,0,0,0.9,0.272727272727273,1,1,NA,NA,NA,NA,1,7,16,4,3,5,11,4,1,0,0,0,0,1,-0.59375
"P002691","religious",1,"Male","",35,18,51.4285714285714,0.75,-0.333333333333333,0.666666666666667,1,1,-1,0,1,NA,NA,NA,NA,1,4,6,3,2,2,4,1,4,0,0,0,0,4,1.08333333333333
"P002691","religious",2,"Female","",30,20,66.6666666666667,0.777777777777778,0.928571428571429,0.8,0.8,0.875,1,1,1,NA,NA,NA,NA,1,9,7,5,5,4,3,2,1,0,0,0,0,1,-0.150793650793651
"P002692","religious",1,"Female","",26,15,57.6923076923077,0.833333333333333,1,0.833333333333333,1,1,1,0.666666666666667,NA,NA,NA,NA,NA,NA,6,4,6,1,3,1,3,0,0,0,0,0,0,-0.166666666666667
"P002692","religious",2,"Male","",30,17,56.6666666666667,1,0.5,1,NA,1,-0.5,1,NA,NA,NA,NA,NA,NA,3,6,3,0,4,2,3,0,0,0,0,0,0,0.5
"P002692","religious",3,"Female","",26,17,65.3846153846154,0.666666666666667,0.875,0.5,0.8,0.833333333333333,1,1,1,NA,NA,NA,NA,1,6,4,2,5,3,2,4,2,0,0,0,0,2,-0.208333333333333
"P002692","religious",4,"Male","",29,11,37.9310344827586,0.666666666666667,0.2,0.5,1,0.333333333333333,0,1,NA,NA,NA,NA,NA,NA,3,5,2,1,3,2,1,0,0,0,0,0,0,0.466666666666667
"P002692","religious",5,"Unknown","Infant",19,9,47.3684210526316,1,0,NA,1,1,-1,1,NA,NA,NA,NA,NA,NA,1,4,0,1,2,2,1,0,0,0,0,0,0,1
"P002693","religious",1,"Male","",48,32,66.6666666666667,0.2,0.722222222222222,0.5,0,0.875,0.2,1,1,-1,NA,NA,1,1,5,9,2,3,4,5,3,5,1,0,0,1,4,-0.522222222222222
"P002694","religious",1,"Female","",26,17,65.3846153846154,0.75,0.5,0.857142857142857,0.5,0.833333333333333,0,1,NA,NA,NA,NA,NA,NA,8,5,7,2,3,2,2,0,0,0,0,0,0,0.25
"P002694","religious",2,"Male","",20,11,55,0.5,0.875,0.5,0.666666666666667,0.833333333333333,1,1,1,NA,NA,NA,NA,1,4,4,2,3,3,1,1,2,0,0,0,0,2,-0.375
"P002694","religious",3,"Female","",21,12,57.1428571428571,0.5,0.416666666666667,NA,0.666666666666667,0.833333333333333,0,1,1,NA,NA,NA,NA,1,2,6,0,3,3,3,1,2,0,0,0,0,2,0.0833333333333333
"P002694","religious",4,"Unknown","Baby Jesus",19,9,47.3684210526316,1,0.5,1,1,0.5,NA,1,1,NA,NA,NA,NA,1,4,4,3,1,4,0,1,1,0,0,0,0,1,0.5
"P002694","religious",5,"Unknown","Central Figure",28,18,64.2857142857143,0.777777777777778,0.5,0.857142857142857,0.666666666666667,0.833333333333333,0,1,NA,NA,NA,NA,NA,NA,9,5,7,3,3,2,2,0,0,0,0,0,0,0.277777777777778
"P002695","secular",1,"Male","",37,25,67.5675675675676,0.25,0.944444444444444,1,0,0.875,0.6,1,NA,-1,NA,NA,NA,NA,4,9,1,3,4,5,5,0,1,0,0,0,0,-0.694444444444444
"P002696","religious",1,"Female","",43,24,55.8139534883721,0.7,0.5,0.75,0.666666666666667,0.375,1,1,-0.25,NA,-1,NA,-0.25,NA,10,5,8,3,4,1,2,2,0,1,0,2,0,0.2
"P002697","religious",1,"Male","",48,27,56.25,0.7,0.892857142857143,0.833333333333333,0.5,0.916666666666667,0.666666666666667,0.875,NA,NA,NA,NA,NA,NA,5,14,3,2,6,9,4,0,0,0,0,0,0,-0.192857142857143
"P002698","religious",1,"Male","",40,21,52.5,0.25,0.65,1,-0.5,0.875,0.166666666666667,1,1,NA,NA,NA,NA,1,4,10,2,2,4,6,3,2,0,0,0,0,2,-0.4
"P002699","religious",1,"Male","",37,23,62.1621621621622,0.6,0.857142857142857,0.6,NA,1,0.25,1,1,NA,NA,NA,NA,1,5,7,5,0,3,4,4,1,0,0,0,0,1,-0.257142857142857
"P002699","religious",2,"Unknown","Child",18,11,61.1111111111111,0.5,-0.1,1,0.25,0.166666666666667,-0.5,NA,NA,NA,NA,NA,NA,NA,6,5,3,4,3,2,0,0,0,0,0,0,0,0.6
"P002700","religious",1,"Female","",33,16,48.4848484848485,0.333333333333333,0.125,0.75,-0.5,0.75,0,NA,NA,NA,NA,NA,NA,NA,6,4,4,2,2,3,0,0,0,0,0,0,0,0.208333333333333
"P002700","religious",2,"Female","",36,21,58.3333333333333,0.75,0.875,0.833333333333333,0.666666666666667,0.833333333333333,1,1,-0.5,NA,-1,NA,-0.5,NA,8,4,6,3,3,1,1,1,0,1,0,1,0,-0.125
"P002700","religious",3,"Male","",32,19,59.375,-0.333333333333333,0.5,-0.666666666666667,0,0.833333333333333,0.25,1,NA,-1,1,NA,NA,NA,6,7,3,3,3,4,3,0,1,1,0,0,0,-0.833333333333333
"P002700","religious",4,"Unknown","Baby",26,10,38.4615384615385,1,-1,1,1,NA,-1,NA,NA,-1,NA,NA,NA,NA,4,2,3,2,0,2,0,0,1,0,0,0,0,2
"P002701","religious",1,"Female","",31,21,67.741935483871,-0.2,0.357142857142857,0,-0.5,0.833333333333333,-0.2,0.5,1,NA,NA,NA,NA,1,5,7,3,2,3,5,1,1,0,0,0,0,1,-0.557142857142857
"P002702","religious",1,"Male","",26,12,46.1538461538462,0.666666666666667,0,0.5,1,0.666666666666667,-1,1,NA,NA,NA,NA,NA,NA,3,5,2,1,3,2,1,0,0,0,0,0,0,0.666666666666667
"P002702","religious",2,"Female","",25,13,52,0.75,0.833333333333333,1,0.5,0.833333333333333,NA,NA,1,NA,NA,NA,NA,1,4,3,2,2,3,0,0,1,0,0,0,0,1,-0.0833333333333334
"P002702","religious",3,"Female","",25,13,52,0,0.375,0,0,0.833333333333333,-1,NA,NA,-1,NA,NA,NA,NA,6,4,5,1,3,1,0,0,1,0,0,0,0,-0.375
"P002702","religious",4,"Male","",26,18,69.2307692307692,0.6,0.9,0.666666666666667,0.666666666666667,0.875,1,1,NA,-1,NA,NA,NA,NA,5,5,3,3,4,1,2,0,1,0,0,0,0,-0.3
"P002702","religious",5,"Female","",27,15,55.5555555555556,0,0.833333333333333,0,0,0.833333333333333,NA,NA,NA,-1,NA,NA,NA,NA,2,3,1,1,3,0,0,0,1,0,0,0,0,-0.833333333333333
"P002703","religious",1,"Female","",73,48,65.7534246575342,0.764705882352941,0.3,0.75,0.833333333333333,0.9,-0.0909090909090909,0.444444444444444,1,NA,NA,NA,NA,1,17,15,12,6,5,11,9,2,0,0,0,0,2,0.464705882352941
"P002705","secular",1,"Male","",30,18,60,0.75,0.854166666666667,1,0.666666666666667,0.75,0.888888888888889,0.866666666666667,NA,NA,NA,NA,NA,NA,4,8,1,3,2,6,5,0,0,0,0,0,0,-0.104166666666667
"P002706","religious",1,"Female","",18,10,55.5555555555556,0,0,0,NA,1,-0.333333333333333,0.5,1,NA,NA,NA,NA,1,1,4,1,0,1,3,2,1,0,0,0,0,1,0
"P002706","religious",2,"Male","",22,9,40.9090909090909,0.666666666666667,0,0.666666666666667,NA,1,-1,NA,NA,NA,NA,NA,NA,NA,3,4,3,0,2,2,0,0,0,0,0,0,0,0.666666666666667
"P002706","religious",3,"Male","",25,17,68,0.333333333333333,0.916666666666667,0,0.5,0.833333333333333,1,1,0.5,NA,NA,NA,0,1,3,6,1,2,3,4,5,2,0,0,0,1,1,-0.583333333333333
"P002706","religious",4,"Female","",19,10,52.6315789473684,0.5,0.7,1,0,0.75,0.666666666666667,1,NA,NA,NA,NA,NA,NA,2,5,1,1,2,3,2,0,0,0,0,0,0,-0.2
"P002706","religious",5,"Male","",18,10,55.5555555555556,0,0.0833333333333333,0,0,0.75,-0.75,NA,NA,-1,NA,NA,NA,NA,2,6,1,1,2,4,0,0,1,0,0,0,0,-0.0833333333333333
"P002707","religious",1,"Female","",27,14,51.8518518518518,0.666666666666667,1,0.666666666666667,NA,1,NA,1,-0.5,NA,-1,NA,-0.5,NA,6,2,6,0,2,0,2,1,0,1,0,1,0,-0.333333333333333
"P002707","religious",3,"Male","Figure (on the left",17,11,64.7058823529412,0.75,1,0.666666666666667,1,1,NA,1,1,NA,NA,NA,NA,1,4,2,3,1,2,0,1,1,0,0,0,0,1,-0.25
"P002707","religious",4,"Male","Figure (on the right",15,9,60,0.6,0.833333333333333,0.666666666666667,0.5,0.833333333333333,NA,1,NA,NA,NA,NA,NA,NA,5,3,3,2,3,0,1,0,0,0,0,0,0,-0.233333333333333
"P002707","religious",5,"Male","Figure (behind the Virgin",19,12,63.1578947368421,0.75,0.5,1,0.5,0.875,-1,1,NA,NA,NA,NA,NA,NA,4,5,2,2,4,1,1,0,0,0,0,0,0,0.25
"P002708","religious",1,"Male","",34,21,61.7647058823529,0.6,1,0.333333333333333,1,1,1,1,1,1,NA,NA,NA,1,5,5,3,2,3,2,3,2,1,0,0,0,2,-0.4
"P002708","religious",2,"Female","",29,16,55.1724137931034,0.666666666666667,0.25,1,0,0.875,-1,1,1,NA,NA,NA,NA,1,3,6,2,1,4,2,1,1,0,0,0,0,1,0.416666666666667
"P002708","religious",3,"Male","",22,12,54.5454545454545,0.5,0.5,1,0.333333333333333,1,0,1,NA,NA,NA,NA,NA,NA,4,2,1,3,1,1,3,0,0,0,0,0,0,0
"P002708","religious",4,"Male","",25,15,60,NA,1,NA,NA,1,1,1,1,-1,NA,NA,NA,1,0,3,0,0,1,2,2,2,1,0,0,0,2,NA
"P002708","religious",5,"Male","",23,14,60.8695652173913,0,0.5,1,-0.333333333333333,1,0,1,1,NA,NA,NA,NA,1,4,2,1,3,1,1,2,1,0,0,0,0,1,-0.5
"P002709","religious",1,"Female","",35,23,65.7142857142857,0.666666666666667,0.416666666666667,0.7,0.5,0.75,0.25,1,0.25,NA,-1,NA,-0.5,1,12,6,10,2,2,4,1,2,0,1,0,1,1,0.25
"P002709","religious",2,"Male","",32,16,50,0.2,-0.0454545454545455,0,0.5,-0.125,-0.285714285714286,NA,0.5,NA,NA,NA,0,1,5,11,3,2,4,7,0,2,0,0,0,1,1,0.245454545454545
"P002710","religious",1,"Female","",35,20,57.1428571428571,0.545454545454545,0.0833333333333333,0.6,0.5,0.75,-0.25,0.5,-0.5,NA,-1,NA,-0.5,NA,11,6,10,2,2,4,2,1,0,1,0,1,0,0.462121212121212
"P002710","religious",2,"Male","",31,19,61.2903225806452,0.666666666666667,0,0.6,1,1,-0.25,1,NA,NA,NA,NA,NA,NA,6,5,5,1,1,4,2,0,0,0,0,0,0,0.666666666666667
"P002711","secular",1,"Female","",35,19,54.2857142857143,0.5,0.648148148148148,1,0,0.875,0.466666666666667,0.833333333333333,NA,NA,NA,NA,NA,NA,2,9,1,1,4,5,4,0,0,0,0,0,0,-0.148148148148148
"P002712","religious",1,"Female","",37,24,64.8648648648649,0,-0.05,0,0,0.583333333333333,-1,0.5,1,-1,NA,NA,NA,1,4,10,3,1,6,4,1,1,1,0,0,0,1,0.05
"P002713","religious",1,"Female","",40,18,45,0.5,0,0.5,NA,1,-0.75,1,NA,-1,NA,NA,NA,NA,4,7,4,0,3,4,1,0,1,0,0,0,0,0.5
"P002714","religious",1,"Female","",21,11,52.3809523809524,1,0.666666666666667,1,NA,1,0.5,1,NA,NA,NA,NA,NA,NA,1,3,1,0,1,2,2,0,0,0,0,0,0,0.333333333333333
"P002714","religious",2,"Female","",21,11,52.3809523809524,0.666666666666667,0,0.666666666666667,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,3,2,3,0,0,2,0,0,0,0,0,0,0,0.666666666666667
"P002715","secular",1,"Male","",22,7,31.8181818181818,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,2,1,0,1,1,0,0,0,0,0,0,0,0
"P002715","secular",2,"Male","",19,12,63.1578947368421,1,1,1,NA,1,1,1,0,NA,NA,NA,0,NA,3,2,3,0,1,2,3,1,0,0,0,1,0,0
"P002715","secular",3,"Male","",16,5,31.25,1,-1,1,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,2,1,2,0,0,1,0,0,0,0,0,0,0,2
"P002715","secular",4,"Female","",22,11,50,0.333333333333333,0,0.333333333333333,NA,NA,0,NA,0,NA,NA,NA,0,NA,3,2,3,0,0,2,0,1,0,0,0,1,0,0.333333333333333
"P002715","secular",5,"Female","",23,8,34.7826086956522,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,2,1,0,1,1,0,0,0,0,0,0,0,0
"P002716","religious",1,"Male","",30,18,60,0.7,0.944444444444444,0.833333333333333,0.5,0.875,1,1,1,NA,NA,NA,NA,1,5,9,3,2,4,5,3,1,0,0,0,0,1,-0.244444444444444
"P002717","religious",1,"Female","",23,13,56.5217391304348,0.714285714285714,0.9,0.8,0.5,0.875,1,1,1,NA,NA,NA,NA,1,7,5,5,2,4,1,2,1,0,0,0,0,1,-0.185714285714286
"P002717","religious",2,"Male","",24,12,50,0.125,0.5,0.5,-0.25,0.875,-1,0,1,NA,NA,NA,NA,1,4,5,2,2,4,1,3,1,0,0,0,0,1,-0.375
"P002717","religious",3,"Male","",22,12,54.5454545454545,0.642857142857143,0.1,1,0.375,0.833333333333333,-1,0.666666666666667,1,NA,NA,NA,NA,1,7,5,3,4,3,2,3,1,0,0,0,0,1,0.542857142857143
"P002717","religious",4,"Female","",22,13,59.0909090909091,0.6,0.875,0.666666666666667,0.5,0.75,1,1,0.25,NA,-1,NA,-0.5,1,5,4,3,2,2,2,3,2,0,1,0,1,1,-0.275
"P002717","religious",5,"Male","",20,11,55,0.25,0.1,0,0.5,0.75,-0.333333333333333,1,1,NA,NA,NA,NA,1,4,5,2,2,2,3,2,1,0,0,0,0,1,0.15
"P002718","religious",1,"Female","",16,8,50,0.666666666666667,1,0.666666666666667,NA,NA,1,1,NA,NA,NA,NA,NA,NA,3,1,3,0,0,1,1,0,0,0,0,0,0,-0.333333333333333
"P002718","religious",2,"Female","",15,8,53.3333333333333,1,0.666666666666667,1,NA,NA,0.666666666666667,1,NA,NA,NA,NA,NA,NA,2,3,2,0,0,3,1,0,0,0,0,0,0,0.333333333333333
"P002718","religious",3,"Male","",16,7,43.75,1,-0.5,1,NA,NA,-0.5,-1,NA,NA,NA,NA,NA,NA,1,2,1,0,0,2,1,0,0,0,0,0,0,1.5
"P002718","religious",4,"Male","",15,6,40,NA,-1,NA,NA,NA,-1,-1,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,1,0,0,0,0,0,0,NA
"P002718","religious",5,"Male","",15,7,46.6666666666667,1,-0.5,1,NA,NA,-0.5,-1,NA,NA,NA,NA,NA,NA,1,2,1,0,0,2,1,0,0,0,0,0,0,1.5
"P002719","religious",1,"Male","",19,10,52.6315789473684,0,-0.5,0,NA,1,-1,1,NA,NA,NA,NA,NA,NA,1,4,1,0,1,3,1,0,0,0,0,0,0,0.5
"P002719","religious",2,"Female","",21,11,52.3809523809524,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,1,2,0,1,0,0,0,0,0,0,0
